"","WARD","FAC_NUM","ELEC_NUM","SCHOOLS","TRADE","HEALTH","E_SCHOOLS","E_TRADE","E_HEALTH","Male","Female","total_pop","fac_1000","elec_fac_1000","schools_1000","trade_1000","health_1000","e_schools_1000","e_trade_1000","e_health_1000","crop_diversity","crop_intensity","gov_irrigation","prop_irrigation","small_irrigation","distance_major_roads","distance_second_roads","distance_major_town","water_points","num_equity","distance_rivers","num_offgrid","ward_area","dist_trans","pop_density"
"247","KABUOCH NORTH",27,24,11,11,5,11,11,2,1328,720,2048,13.18359375,11.71875,5.37109375,5.37109375,2.44140625,5.37109375,5.37109375,0.9765625,2.07625,35.55555556,0,0,1,14.2799038873,14.2799038873,20554.63341291,0,0,4.12645157032,0,164,12,12.4878048780488
"248","KABUOCH SOUTH/PALA",32,32,10,11,11,10,11,11,922,309,1231,25.99512591,25.99512591,8.123476848,8.935824533,8.935824533,8.123476848,8.935824533,8.935824533,1.85833333,36.66666667,0,0,0,14.5094759074,14.5094759074,30633.25987002,0,0,2.65672716217,0,57,22,21.5964912280702
"249","KAERIS",13,0,1,8,4,0,0,0,630,217,847,15.34828808,0,1.180637544,9.445100354,4.722550177,0,0,0,0,0,0,0,0,60.9596758903,60.9596758903,41571.04996001,0,0,65.397787188,0,2732,231,0.310029282576867
"250","KAGAN",71,54,23,28,20,18,18,18,1121,506,1627,43.63859865,33.1899201,14.13644745,17.2095882,12.292563,11.0633067,11.0633067,11.0633067,1.94,41.42857143,0,0,2,13.9491819008,13.9491819008,16227.72269539,0,0,29.8580802173,0,76,14,21.4078947368421
"251","KAGUNDU-INI",27,24,8,14,5,8,11,5,1056,472,1528,17.67015707,15.70680628,5.235602094,9.162303665,3.272251309,5.235602094,7.19895288,3.272251309,3.67,72,0,0,0,7.41107460652,7.41107460652,16471.58952453,0,0,12.9877222932,0,38,0,40.2105263157895
"252","KAHAWA",2,2,1,0,1,1,0,1,835,240,1075,1.860465116,1.860465116,0.930232558,0,0.930232558,0.930232558,0,0.930232558,0,37.5,0,0,0,1.95800435943,1.95800435943,14835.55587982,0,0,21.6010452268,0,3,0,358.333333333333
"253","KAHAWA WEST",2,2,1,0,1,1,0,1,1182,616,1798,1.112347052,1.112347052,0.556173526,0,0.556173526,0.556173526,0,0.556173526,1,63,0,0,0,2.38883256989,2.38883256989,16699.23679415,0,3,21.2753387558,0,14,0,128.428571428571
"254","KAHUMBU",13,3,4,7,2,0,3,0,495,1514,2009,6.470881035,1.493280239,1.991040319,3.484320557,0.995520159,0,1.493280239,0,4.11666667,66.66666667,0,0,1,10.5064381667,10.5064381667,17450.13224643,0,0,7.83424902348,0,32,1,62.78125
"255","KAJULU",13,7,5,3,5,3,3,1,1436,853,2289,5.679335955,3.058103976,2.184359983,1.31061599,2.184359983,1.31061599,1.31061599,0.436871997,1.38428571,55,0,0,1,3.54137608875,3.54137608875,10102.9616595,0,0,20.7975113802,0,36,5,63.5833333333333
"256","KAKSINGRI WEST",23,4,6,5,12,1,2,1,887,315,1202,19.13477537,3.327787022,4.991680532,4.159733777,9.983361065,0.831946755,1.663893511,0.831946755,1.02166667,54.44444444,0,0,6,62.9557258965,62.9557258965,43311.5837532,0,2,40.0536843038,1,402,42,2.99004975124378
"257","KAKUMA",16,0,5,7,4,0,0,0,1259,748,2007,7.972097658,0,2.491280518,3.487792725,1.993024415,0,0,0,0,0,0,0,0,9.07841955084,9.07841955084,94649.79652234,0,5,15.5999048949,2,454,194,4.42070484581498
"258","KAKUYUNI",18,8,4,11,3,2,4,2,384,1431,1815,9.917355372,4.407713499,2.203856749,6.060606061,1.652892562,1.101928375,2.203856749,1.101928375,0,51.92307692,0,0,5,10.2215885931,10.2215885931,14552.3906893,0,0,2.69336178468,0,111,9,16.3513513513514
"259","KAKUZI/MITUBIRI",24,13,8,13,3,4,6,3,1145,636,1781,13.47557552,7.299270073,4.491858506,7.299270073,1.68444694,2.245929253,3.36889388,1.68444694,2.05380952,66.25,0,0,0,4.99071980506,4.99071980506,18104.88721351,0,0,6.45525956813,0,210,2,8.48095238095238
"260","KALAMA",38,23,13,23,2,9,14,0,1201,597,1798,21.13459399,12.7919911,7.23025584,12.7919911,1.112347052,5.005561735,7.786429366,0,2.34181818,31.53846154,0,0,0,15.1257125614,15.1257125614,11332.45292804,0,0,39.4379400267,0,129,11,13.937984496124
"262","KALAPATA",5,0,0,1,4,0,0,0,753,300,1053,4.748338082,0,0,0.949667616,3.798670465,0,0,0,0,0,1,0,0,35.6650375569,35.6650375569,86714.95273003,8,0,7.56228563351,0,2026,92,0.519743336623889
"263","KALAWA",84,20,21,36,27,7,8,5,974,356,1330,63.15789474,15.03759398,15.78947368,27.06766917,20.30075188,5.263157895,6.015037594,3.759398496,1.28333333,38.92857143,0,0,2,32.8715676439,32.8715676439,18841.21611178,0,0,6.76025302004,0,327,51,4.06727828746177
"264","KALIMONI",124,113,47,40,37,43,37,33,499,9,508,244.0944882,222.4409449,92.51968504,78.74015748,72.83464567,84.64566929,72.83464567,64.96062992,0.855,66.08695652,0,0,0,7.94458112602,7.94458112602,9272.50010057,0,3,9.06379191187,0,150,1,3.38666666666667
"265","KALOBEYEI",11,0,1,5,5,0,0,0,400,1555,1955,5.626598465,0,0.511508951,2.557544757,2.557544757,0,0,0,0,0,0,0,0,21.6877352404,21.6877352404,160172.3268619,0,0,84.9092785932,1,2581,248,0.757458349476947
"266","KALOKOL",9,0,3,4,2,0,0,0,487,1551,2038,4.41609421,0,1.472031403,1.962708538,0.981354269,0,0,0,0,0,0,0,0,34.1628325563,34.1628325563,44810.7796482,0,1,40.3801513699,1,1769,182,1.15206331260599
"267","KALOLENI",31,21,9,14,8,5,11,5,322,1412,1734,17.87773933,12.11072664,5.190311419,8.073817762,4.61361015,2.883506344,6.343713956,2.883506344,0,68.75,0,0,1,2.87895654601,2.87895654601,29829.57123053,0,2,44.2388412308,0,127,4,13.6535433070866
"269","KAMACHARIA",20,20,6,9,5,6,9,5,586,1,587,34.07155026,34.07155026,10.22146508,15.33219761,8.517887564,10.22146508,15.33219761,8.517887564,3.14,76.66666667,0,0,0,14.8645636184,14.8645636184,19118.03898016,0,1,4.14153706557,0,38,8,15.4473684210526
"270","KAMAHUHA",17,16,7,8,2,7,7,2,794,209,1003,16.94915254,15.95214357,6.979062812,7.976071785,1.994017946,6.979062812,6.979062812,1.994017946,2.626,55,0,0,0,8.46355888897,8.46355888897,13137.63850865,0,1,8.16976125712,0,41,4,24.4634146341463
"271","KAMBE/RIBE",5,5,2,0,3,2,0,3,330,1407,1737,2.878526195,2.878526195,1.151410478,0,1.727115717,1.151410478,0,1.727115717,0,45,0,0,0,11.4104410479,11.4104410479,19542.48098553,0,0,81.4013637046,0,61,7,28.4754098360656
"272","KAMBITI",18,18,10,5,3,10,5,3,594,59,653,27.56508423,27.56508423,15.31393568,7.656967841,4.594180704,15.31393568,7.656967841,4.594180704,1.93454545,67.30769231,0,0,0,5.96641487183,5.96641487183,11245.04517478,0,0,2.98180231937,0,77,3,8.48051948051948
"273","KAMBURU",11,7,3,7,1,0,7,0,441,1549,1990,5.527638191,3.51758794,1.507537688,3.51758794,0.502512563,0,3.51758794,0,3.525,83.88888889,0,0,0,12.7402210861,12.7402210861,29799.38126459,0,0,34.4915608893,0,41,2,48.5365853658537
"274","KAMENU",6,6,3,1,2,3,1,2,1561,992,2553,2.350176263,2.350176263,1.175088132,0.391696044,0.783392088,1.175088132,0.391696044,0.783392088,0.585,58,0,0,0,1.26504354165,1.26504354165,2606.56341715,0,8,10.4153059744,0,33,1,77.3636363636364
"275","KAMUKUYWA",20,7,7,9,4,2,4,1,1379,797,2176,9.191176471,3.216911765,3.216911765,4.136029412,1.838235294,0.919117647,1.838235294,0.459558824,2.4825,70,0,0,0,9.65073432063,9.65073432063,35513.60440962,0,0,16.1316908227,0,46,23,47.304347826087
"276","KANAMKEMER",9,1,5,0,4,1,0,0,705,108,813,11.0701107,1.2300123,6.150061501,0,4.9200492,1.2300123,0,0,0,0,0,0,0,8.55319724372,8.55319724372,10711.21799245,0,2,3.05193679292,8,215,135,3.78139534883721
"277","KANGAI",15,7,7,5,3,1,5,1,477,1586,2063,7.270964615,3.39311682,3.39311682,2.423654872,1.454192923,0.484730974,2.423654872,0.484730974,2.905,72.5,0,1,1,6.79555496008,6.79555496008,12280.77326459,0,0,2.07614223134,0,39,2,52.8974358974359
"278","KANGARI",21,21,7,10,4,7,10,4,1067,501,1568,13.39285714,13.39285714,4.464285714,6.37755102,2.551020408,4.464285714,6.37755102,2.551020408,3.98,67.72727273,0,0,0,29.4390969439,29.4390969439,36812.61159472,0,2,5.98716072025,0,91,20,17.2307692307692
"279","KANGEMI",5,5,2,1,2,2,1,2,1479,918,2397,2.085940759,2.085940759,0.834376304,0.417188152,0.834376304,0.834376304,0.417188152,0.834376304,0,90,0,0,0,0.1746398523,0.1746398523,6957.43756125,0,0,10.6101310939,0,1,1,2397
"280","KANGUNDO CENTRAL",19,19,6,13,0,6,13,0,810,266,1076,17.65799257,17.65799257,5.576208178,12.08178439,0,5.576208178,12.08178439,0,1.61,36.66666667,0,0,0,22.9055834361,22.9055834361,24542.84879382,0,2,14.969826398,1,34,24,31.6470588235294
"281","KANGUNDO EAST",27,22,6,18,3,6,14,2,635,60,695,38.84892086,31.65467626,8.633093525,25.89928058,4.316546763,8.633093525,20.14388489,2.877697842,1.86,45,0,0,0,28.7014244098,28.7014244098,21572.03776342,0,0,17.1916959528,0,50,21,13.9
"282","KANGUNDO NORTH",21,21,7,11,3,7,11,3,680,109,789,26.61596958,26.61596958,8.871989861,13.94169835,3.802281369,8.871989861,13.94169835,3.802281369,1.5825,42.5,0,0,0,21.4430600643,21.4430600643,27802.9263148,0,0,11.089938966,0,36,27,21.9166666666667
"283","KANGUNDO WEST",27,19,5,15,7,2,10,7,872,310,1182,22.84263959,16.07445008,4.230118443,12.69035533,5.922165821,1.692047377,8.460236887,5.922165821,1.72,42.5,0,0,0,28.6115361646,28.6115361646,18499.29353109,0,0,20.6924784503,0,50,18,23.64
"284","KANJUIRI RANGE",25,18,6,15,4,6,8,4,856,337,1193,20.95557418,15.08801341,5.029337804,12.57334451,3.352891869,5.029337804,6.705783738,3.352891869,1.08625,41.07142857,0,0,0,10.0610364571,10.0610364571,21281.27500887,0,1,37.5006719829,0,124,5,9.62096774193548
"285","KANYADOTO",33,33,11,11,11,11,11,11,298,1350,1648,20.02427184,20.02427184,6.674757282,6.674757282,6.674757282,6.674757282,6.674757282,6.674757282,1.87857143,45.625,0,0,0,24.6921790999,24.6921790999,30957.91814921,1,0,4.52302321805,0,71,28,23.2112676056338
"286","KANYALUO",22,21,8,9,5,8,8,5,430,1483,1913,11.50026137,10.97752222,4.181913225,4.704652378,2.613695766,4.181913225,4.181913225,2.613695766,1.84428571,48.57142857,0,0,0,14.4254014953,14.4254014953,21040.06316824,0,0,29.720260377,0,58,20,32.9827586206897
"287","KANYAMWA KOLOGI",9,5,4,3,2,3,1,1,748,153,901,9.988901221,5.549389567,4.439511654,3.32963374,2.219755827,3.32963374,1.109877913,1.109877913,1.65111111,44.5,0,0,0,25.6474764515,25.6474764515,12453.08482318,0,0,12.7650166489,0,99,12,9.1010101010101
"288","KANYAMWA KOSEWE",29,29,10,15,4,10,15,4,1237,626,1863,15.56629093,15.56629093,5.367686527,8.051529791,2.147074611,5.367686527,8.051529791,2.147074611,1.7325,41.66666667,0,0,0,28.0287202479,28.0287202479,21593.48491044,0,2,9.65028599798,0,139,21,13.4028776978417
"289","KANYANGI",61,26,13,38,10,8,10,8,667,104,771,79.11802853,33.72243839,16.8612192,49.28664073,12.97016861,10.37613489,12.97016861,10.37613489,1.10142857,35.3125,0,0,2,16.2168907387,16.2168907387,34045.44356437,0,0,8.08003064916,0,423,38,1.82269503546099
"290","KANYIKELA",14,14,5,9,0,5,9,0,1541,972,2513,5.571030641,5.571030641,1.9896538,3.58137684,0,1.9896538,3.58137684,0,1.7875,47.5,0,0,1,21.0840687379,21.0840687379,29807.64488547,0,0,0.580783153436,0,26,26,96.6538461538462
"291","KANZIKO",45,2,8,29,8,0,2,0,425,1457,1882,23.91073326,1.062699256,4.250797024,15.40913921,4.250797024,0,1.062699256,0,0.625,33.33333333,0,0,0,30.8450140104,30.8450140104,95423.61598589,4,0,37.7348952705,0,1016,4,1.85236220472441
"292","KAPCHEMUTWA",25,25,7,13,5,7,13,5,714,171,885,28.24858757,28.24858757,7.90960452,14.68926554,5.649717514,7.90960452,14.68926554,5.649717514,2.09166667,60.25,0,0,0,37.927650767,37.927650767,38587.26675202,0,0,7.70526584912,0,104,9,8.50961538461539
"293","KAPCHOK",9,0,0,8,1,0,0,0,762,232,994,9.054325956,0,0,8.048289738,1.006036217,0,0,0,0,23.57142857,0,0,0,45.5950259029,45.5950259029,66140.54905141,0,0,8.97368983097,0,432,29,2.30092592592593
"294","KAPCHORUA",23,14,4,16,3,4,7,3,371,1497,1868,12.31263383,7.494646681,2.141327623,8.565310493,1.605995717,2.141327623,3.74732334,1.605995717,1.292,68.125,0,0,1,15.7161991148,15.7161991148,41425.71466241,0,0,7.96445594909,0,127,14,14.7086614173228
"295","KAPEDO/NAPEITOM",14,0,2,6,6,0,0,0,847,465,1312,10.67073171,0,1.524390244,4.573170732,4.573170732,0,0,0,0,0,0,0,0,62.9115162617,62.9115162617,74076.564218,0,0,42.8092801909,1,4700,66,0.279148936170213
"296","KAPENGURIA",12,1,2,9,1,0,1,0,1072,495,1567,7.657945118,0.638162093,1.276324186,5.743458839,0.638162093,0,0.638162093,0,2,48.75,0,0,0,5.28096115716,5.28096115716,9676.20517756,0,0,20.1958480627,0,117,54,13.3931623931624
"297","KAPKANGANI",26,6,3,13,10,2,2,2,769,186,955,27.22513089,6.282722513,3.141361257,13.61256545,10.47120419,2.094240838,2.094240838,2.094240838,2.66333333,61,0,0,0,20.7933632004,20.7933632004,23051.53153606,0,1,3.01370942191,0,45,23,21.2222222222222
"298","KAPKATENY",23,12,4,15,4,2,9,1,1049,505,1554,14.8005148,7.722007722,2.574002574,9.652509653,2.574002574,1.287001287,5.791505792,0.643500644,1.888,71,0,0,0,30.3236939412,30.3236939412,36052.96399939,0,0,22.1192946145,0,96,29,16.1875
"299","KAPKUGERWET",106,106,35,41,30,35,41,30,896,385,1281,82.74785324,82.74785324,27.32240437,32.00624512,23.41920375,27.32240437,32.00624512,23.41920375,1.57333333,85,0,0,0,1.50572166738,1.50572166738,5618.31430226,0,0,9.89407159496,0,18,4,71.1666666666667
"300","KAPKURES",32,13,6,24,2,5,6,2,446,1529,1975,16.20253165,6.582278481,3.037974684,12.15189873,1.012658228,2.53164557,3.037974684,1.012658228,1.284,62.5,0,0,0,4.04839818161,4.04839818161,7137.18777364,0,0,26.6520590291,0,23,4,85.8695652173913
"302","KAPROPITA",3,0,0,0,3,0,0,0,271,1313,1584,1.893939394,0,0,0,1.893939394,0,0,0,0,30,0,0,0,24.3866068384,24.3866068384,45408.84593517,0,1,8.96049713466,0,117,28,13.5384615384615
"303","KAPSABET",21,18,7,11,3,6,9,3,1313,757,2070,10.14492754,8.695652174,3.381642512,5.314009662,1.449275362,2.898550725,4.347826087,1.449275362,1.6075,72.5,0,0,1,33.1000954924,33.1000954924,37066.2487663,0,1,3.22063488371,3,81,12,25.5555555555556
"304","KAPSASIAN",21,3,6,12,3,3,0,0,746,190,936,22.43589744,3.205128205,6.41025641,12.82051282,3.205128205,3.205128205,0,0,1.32,96,0,0,0,27.3693074256,27.3693074256,27451.72027791,0,0,5.30023295823,0,92,41,10.1739130434783
"305","KAPSIMOTWO",31,9,7,21,3,4,5,0,386,1520,1906,16.26442812,4.721930745,3.672612802,11.01783841,1.573976915,2.098635887,2.623294858,0,1.72285714,76.25,0,0,0,26.0159243106,26.0159243106,46760.70517186,0,1,8.60679465727,0,77,0,24.7532467532468
"306","KAPSOWAR",41,29,9,23,9,8,15,6,839,286,1125,36.44444444,25.77777778,8,20.44444444,8,7.111111111,13.33333333,5.333333333,0,23.75,0,0,1,29.5378919752,29.5378919752,57882.26641905,0,0,6.9461293844,0,85,15,13.2352941176471
"307","KAPTAMA",35,9,4,25,6,1,4,4,1266,722,1988,17.6056338,4.527162978,2.012072435,12.57545272,3.018108652,0.503018109,2.012072435,2.012072435,1.39875,66.25,0,0,0,24.1080376007,24.1080376007,37214.30972096,0,0,10.2397831785,0,203,40,9.79310344827586
"308","KAPTARAKWA",27,23,8,14,5,8,11,4,419,1513,1932,13.97515528,11.9047619,4.140786749,7.246376812,2.587991718,4.140786749,5.693581781,2.070393375,1.55625,56.25,0,0,0,21.3919930574,21.3919930574,26571.18405883,0,0,11.9445026823,0,141,12,13.7021276595745
"309","KAPTEL/KAMOIYWO",53,45,13,33,7,12,27,6,1159,657,1816,29.18502203,24.77973568,7.158590308,18.17180617,3.854625551,6.607929515,14.86784141,3.303964758,1.03,61.25,0,0,0,22.4466996152,22.4466996152,31627.6362821,0,1,4.17289825167,1,165,23,11.0060606060606
"310","KAPTUMO-KABOI",6,3,1,3,2,1,0,2,790,270,1060,5.660377358,2.830188679,0.943396226,2.830188679,1.886792453,0.943396226,0,1.886792453,1.4825,72.5,0,0,0,27.3989036017,27.3989036017,38497.77624596,0,2,2.32306500061,1,97,9,10.9278350515464
"311","KAPUTIR",22,0,2,13,7,0,0,0,236,1396,1632,13.48039216,0,1.225490196,7.965686275,4.289215686,0,0,0,0,27.22222222,0,0,3,11.7621651519,11.7621651519,108176.80348576,0,0,2.51154100247,0,568,29,2.87323943661972
"312","KAPYEGO",27,11,3,17,7,1,5,5,327,1440,1767,15.28013582,6.225240521,1.697792869,9.620826259,3.961516695,0.565930956,2.829654782,2.829654782,0,42.75,0,0,0,17.9459828341,17.9459828341,42579.1793614,0,0,21.2731475071,0,230,17,7.68260869565217
"313","KARAI",10,6,3,5,2,2,4,0,536,5,541,18.48428835,11.09057301,5.545286506,9.242144177,3.696857671,3.696857671,7.393715342,0,2.235,72.5,0,0,0,4.62489493635,4.62489493635,11512.47713987,0,0,6.84798541344,0,26,7,20.8076923076923
"314","KARAU",14,14,3,10,1,3,10,1,844,282,1126,12.43339254,12.43339254,2.664298401,8.880994671,0.888099467,2.664298401,8.880994671,0.888099467,1.13111111,37.8125,0,0,0,13.6601280671,13.6601280671,29128.57710063,0,0,31.7161161427,0,102,9,11.0392156862745
"315","KAREN",4,4,1,1,2,1,1,2,1077,656,1733,2.30813618,2.30813618,0.577034045,0.577034045,1.15406809,0.577034045,0.577034045,1.15406809,0,67,0,0,0,7.64894895466,7.64894895466,9162.80594735,0,9,3.1208164432,1,75,2,23.1066666666667
"316","KARIARA",42,36,12,20,10,12,17,7,1394,822,2216,18.95306859,16.24548736,5.415162455,9.025270758,4.512635379,5.415162455,7.671480144,3.158844765,3.558,66.66666667,0,0,0,24.6841543732,24.6841543732,40609.02500831,0,1,11.0437735149,0,166,16,13.3493975903614
"317","KARIMA",241,241,75,85,81,75,85,81,428,1447,1875,128.5333333,128.5333333,40,45.33333333,43.2,40,45.33333333,43.2,3.515,75,0,0,0,8.97989984568,8.97989984568,13028.00211934,0,7,2.92969552982,0,33,7,56.8181818181818
"318","KARIOBANGI NORTH",4,4,2,1,1,2,1,1,1413,859,2272,1.76056338,1.76056338,0.88028169,0.440140845,0.440140845,0.88028169,0.440140845,0.440140845,0,0,0,0,0,1.75593794698,1.75593794698,8563.11594275,0,0,15.1817615146,0,1,1,2272
"319","KARIOBANGI SOUTH",2,2,2,0,0,2,0,0,1244,595,1839,1.08754758,1.08754758,1.08754758,0,0,1.08754758,0,0,0,0,0,0,0,2.8903127457,2.8903127457,7814.34670094,0,2,13.335171343,0,3,1,613
"320","KARITI",40,11,9,23,8,3,5,3,1004,439,1443,27.72002772,7.623007623,6.237006237,15.93901594,5.544005544,2.079002079,3.465003465,2.079002079,3.2,61.36363636,0,0,2,1.1014634207,1.1014634207,6532.22569414,0,1,1.3832808413,0,73,1,19.7671232876712
"321","KARUMANDI",19,12,4,10,5,4,4,4,771,216,987,19.25025329,12.15805471,4.052684904,10.13171226,5.06585613,4.052684904,4.052684904,4.052684904,5.32,74.16666667,0,0,2,19.3124393468,19.3124393468,23516.04060638,0,0,2.43770319891,0,125,23,7.896
"322","KARURA",5,5,2,1,2,2,1,2,848,421,1269,3.940110323,3.940110323,1.576044129,0.788022065,1.576044129,1.576044129,0.788022065,1.576044129,2,86.66666667,0,0,0,3.93145077854,3.93145077854,6203.11805154,0,1,16.7701990698,0,39,1,32.5384615384615
"323","KARURI",8,8,4,3,1,4,3,1,1122,562,1684,4.750593824,4.750593824,2.375296912,1.781472684,0.593824228,2.375296912,1.781472684,0.593824228,3.3,94.28571429,0,0,1,10.632809003,10.632809003,14590.80525022,0,0,20.0375070364,0,13,0,129.538461538462
"324","KASARANI",5,5,2,1,2,2,1,2,613,1556,2169,2.305209774,2.305209774,0.92208391,0.461041955,0.92208391,0.92208391,0.461041955,0.92208391,0,15,0,0,0,2.79613393826,2.79613393826,11567.31229664,0,4,18.3315881082,0,9,1,241
"325","KASEI",11,0,1,10,0,0,0,0,216,1287,1503,7.318695941,0,0.665335995,6.653359947,0,0,0,0,0,21.66666667,0,0,0,26.4485709987,26.4485709987,84960.31901398,0,0,11.0997347587,0,691,11,2.17510853835022
"326","KASGUNGA",48,48,16,16,16,16,16,16,499,1572,2071,23.17720908,23.17720908,7.725736359,7.725736359,7.725736359,7.725736359,7.725736359,7.725736359,1.5,58.75,0,0,10,53.855094304,53.855094304,27051.58590771,0,1,39.9077053955,0,129,26,16.0542635658915
"327","KASIGAU",22,17,4,15,3,4,10,3,156,1241,1397,15.7480315,12.16893343,2.863278454,10.7372942,2.14745884,2.863278454,7.158196135,2.14745884,0,22.5,0,0,0,35.7423803225,35.7423803225,56396.06567564,13,2,92.0449326849,0,1452,42,0.962121212121212
"328","KASIKEU",39,33,13,21,5,13,15,5,1387,808,2195,17.76765376,15.03416856,5.922551253,9.567198178,2.277904328,5.922551253,6.833712984,2.277904328,1.73555556,51.15384615,0,0,1,4.40586713544,4.40586713544,33641.24696813,0,0,6.5334629379,0,267,4,8.22097378277154
"329","KATANGI",23,0,11,11,1,0,0,0,650,33,683,33.6749634,0,16.10541728,16.10541728,1.464128843,0,0,0,1.255,49.44444444,0,0,0,27.0793645115,27.0793645115,32234.065946,0,0,7.22034514788,0,238,40,2.86974789915966
"330","KATHIANI CENTRAL",36,27,10,22,4,10,15,2,789,189,978,36.80981595,27.60736196,10.22494888,22.49488753,4.08997955,10.22494888,15.33742331,2.044989775,3.16333333,51.66666667,0,0,3,23.7621467859,23.7621467859,12855.17797866,0,0,26.0923730934,0,31,13,31.5483870967742
"331","KATHONZWENI",93,6,18,57,18,2,2,2,1126,528,1654,56.22732769,3.627569528,10.88270859,34.46191052,10.88270859,1.209189843,1.209189843,1.209189843,1.51,60,0,0,0,23.0323544095,23.0323544095,24519.03088726,0,1,16.1981616897,0,303,26,5.45874587458746
"332","KATILIA",12,0,1,9,2,0,0,0,600,166,766,15.66579634,0,1.305483029,11.74934726,2.610966057,0,0,0,0,35,2,0,0,80.0090368064,80.0090368064,121935.32959754,2,0,20.8337991379,0,3343,119,0.229135507029614
"333","KATILU",11,0,2,5,4,0,0,0,1445,903,2348,4.68483816,0,0.851788756,2.129471891,1.703577513,0,0,0,0,42.5,3,0,2,3.5252117447,3.5252117447,95707.66546877,2,1,11.9950592949,1,1365,44,1.72014652014652
"334","KAWANGWARE",12,12,11,1,0,11,1,0,985,518,1503,7.984031936,7.984031936,7.318695941,0.665335995,0,7.318695941,0.665335995,0,0,0,0,0,0,1.82133769014,1.82133769014,7143.34459928,0,0,9.09884605653,0,2,1,751.5
"335","KAYAFUNGO",13,10,7,2,4,4,2,4,1314,658,1972,6.592292089,5.070993915,3.54969574,1.014198783,2.028397566,2.028397566,1.014198783,2.028397566,0,39.54545455,0,0,0,8.77521172011,8.77521172011,39524.36120761,0,0,71.5857792109,0,268,0,7.35820895522388
"336","KAYOLE CENTRAL",1,1,0,0,1,0,0,1,1508,937,2445,0.408997955,0.408997955,0,0,0.408997955,0,0,0.408997955,0,0,0,0,0,6.17949624785,6.17949624785,11565.85239319,0,10,14.4809000937,0,1,1,2445
"337","KAYOLE NORTH",1,1,0,0,1,0,0,1,1415,842,2257,0.443066017,0.443066017,0,0,0.443066017,0,0,0.443066017,0,0,0,0,0,6.3191573012,6.3191573012,12308.59734866,0,0,15.6173039602,0,1,1,2257
"338","KAYOLE SOUTH",3,3,2,1,0,2,1,0,1505,942,2447,1.225991009,1.225991009,0.81732734,0.40866367,0,0.81732734,0.40866367,0,0,0,0,0,0,6.02634928605,6.02634928605,11246.84333022,0,0,13.622748571,0,1,2,2447
"339","KEE",35,21,12,19,4,10,9,2,595,1616,2211,15.8299412,9.497964722,5.427408412,8.593396653,1.809136137,4.522840344,4.070556309,0.904568069,2.67555556,52.22222222,0,0,0,16.7118837189,16.7118837189,25612.31756279,0,1,31.3209143632,0,83,15,26.6385542168675
"340","KEEKONYOKIE",25,11,10,10,5,6,2,3,561,54,615,40.6504065,17.88617886,16.2601626,16.2601626,8.130081301,9.756097561,3.25203252,4.87804878,0,30.33333333,1,0,0,30.9371153787,30.9371153787,26317.26066835,0,1,21.3479314616,5,1506,22,0.408366533864542
"342","KEIYO",160,158,50,64,46,49,64,45,1255,701,1956,81.799591,80.77709611,25.56237219,32.7198364,23.51738241,25.05112474,32.7198364,23.00613497,1.5,85,0,0,0,13.6670493411,13.6670493411,18317.58320358,0,0,10.916673947,0,129,71,15.1627906976744
"344","KEMELOI-MARABA",20,20,5,9,6,5,9,6,1323,745,2068,9.671179884,9.671179884,2.417794971,4.352030948,2.901353965,2.417794971,4.352030948,2.901353965,1.288,48.125,0,0,0,15.4514762636,15.4514762636,19773.74180227,0,0,17.0620728075,0,110,12,18.8
"345","KERIO DELTA",37,0,2,24,11,0,0,0,1291,743,2034,18.19075713,0,0.983284169,11.79941003,5.40806293,0,0,0,0,0,1,0,0,48.4254120025,48.4254120025,59192.46752172,0,0,11.506864928,1,2687,132,0.756978042426498
"346","KERUGOYA",31,25,10,15,6,10,9,6,1054,457,1511,20.51621443,16.54533422,6.618133686,9.927200529,3.970880212,6.618133686,5.956320318,3.970880212,5.33333333,68.33333333,0,0,2,11.0707236529,11.0707236529,16351.49950365,0,0,6.19259426467,0,28,14,53.9642857142857
"347","KEYIAN",8,1,1,4,3,1,0,0,940,409,1349,5.930318755,0.741289844,0.741289844,2.965159377,2.223869533,0.741289844,0,0,3.58,53.18181818,0,0,2,21.4077130111,21.4077130111,21189.35655406,0,2,14.4636036751,0,279,32,4.83512544802867
"348","KHALABA",19,9,7,11,1,3,5,1,786,183,969,19.60784314,9.287925697,7.223942208,11.35190918,1.031991744,3.095975232,5.15995872,1.031991744,3.93666667,63.75,0,0,0,20.3687274803,20.3687274803,1478.57929003,0,0,14.7886231407,0,9,6,107.666666666667
"350","KHALALIO",4,0,1,2,1,0,0,0,177,1318,1495,2.675585284,0,0.668896321,1.337792642,0.668896321,0,0,0,0,47.5,0,0,0,3.64069107314,3.64069107314,20138.22628397,0,0,158.774257696,0,212,361,7.05188679245283
"351","KHASOKO",22,8,7,15,0,4,4,0,169,1231,1400,15.71428571,5.714285714,5,10.71428571,0,2.857142857,2.857142857,0,3.32,56.66666667,0,0,1,14.112615029,14.112615029,18310.50657219,0,0,14.9000169803,0,25,18,56
"352","KHOLERA",22,22,6,12,4,6,12,4,1058,462,1520,14.47368421,14.47368421,3.947368421,7.894736842,2.631578947,3.947368421,7.894736842,2.631578947,3.06,75,0,0,2,23.5057036542,23.5057036542,16428.92816847,0,0,6.19146630884,0,55,23,27.6363636363636
